shidu,wendu,shineiwendu,ziwaixian,fushe,fengsu,fengxiang
87.068,3.668,16.8,-55.375,0,0.703,123.996
85.924,3.561,16.8,-55.331,0,0.805,112.424
80.64,3.494,17,-55.433,0,0.703,126.496
74.64,3.457,17,-55.293,0,0.703,120.996
73,3.471,17,-55.256,0,0,126
71.924,3.348,17,-55.462,0,0.402,123.924
72.5,3.191,17,-55.441,0,0,129
74.5,3.122,16.9,-55.367,0,0,129
75,3.229,17.1,-55.411,0,0,129
75,3.364,17.2,-55.425,0,0.402,129.848
72.5,2.841,17.2,-55.338,0,0,129
72,2.666,17.2,-55.396,0,0,154
70.068,2.764,17.2,-55.263,0,0.703,255.992
70.424,2.885,17.1,-55.485,0,0.402,255.848
74.924,2.766,17.1,-55.44,0,0.605,258.272
76.424,2.855,17.1,-55.344,0,0.402,259.696
77.5,3.023,17.1,-55.286,0,0.504,244.28
80.5,2.801,17.2,-55.41,0,0.101,252.848
81,2.805,17.1,-55.41,0,0,250
82,3.2,17.1,-55.441,0,0,250
82.996,3.129,17.1,-55.33,0,0.906,250.704
84,2.752,16.8,-55.477,0,0,252
84.5,2.421,16.4,-55.38,0,0.504,252.28
85,1.699,16.1,-55.273,0,0.703,252.992
85,1.937,15.8,-55.378,0,0,252
86.5,1.79,15.6,-55.435,0,0,252
86,1.474,15.7,-55.345,0,0,255
86.5,1.401,15.6,-55.374,0,0,255
88,0.626,15.5,-55.436,0,0,258
89,0.629,15.4,-55.436,5.997,0,255
87,1.163,15.9,-55.433,41.975,0,255
86,1.7,16.7,-55.273,77.95,0,258
84.5,2.521,18,-55.424,131.9,0.608,255.136
81.424,3.75,19.3,-55.492,167.9,0.909,265.408
79.068,5.191,19.9,-55.325,203.9,0.705,269.984
76.424,5.961,21.5,-55.306,233.9,1.215,282.272
73.068,6.232,23.1,-55.299,209.9,1.512,281.84
71.424,6.493,24.1,-55.307,203.9,1.411,275.984
71.64,6.68,24.6,-55.41,215.9,1.317,288.128
69.568,6.973,25.8,-55.495,179.9,1.216,268.272
67.5,7.636,26.4,-55.286,161.9,0.404,265.696
65.568,7.803,27,-55.403,155.9,0.608,260.272
65,8.117,26.4,-55.494,137.9,0.101,279.696
64.64,8.014,24.7,-55.402,113.95,1.012,264.56
65.424,7.782,23.2,-55.403,83.95,0.706,287.984
65.924,7.592,21.4,-55.444,41.975,0.404,273.696
70,6.677,19.3,-55.41,29.988,0,274
74,6.143,18.1,-55.259,5.997,0,306
76.5,5.434,16.7,-55.262,0,0,306
80,4.439,15.6,-55.258,0,0,306
82,3.186,14.7,-55.264,0,0.201,301.696
84.5,2.655,13.8,-55.432,0,0,300
86.5,2.238,13.1,-55.395,0,0,300
86.5,1.702,14.2,-55.273,0,0,300
87.5,1.68,15,-55.346,0,0,300
88.424,1.849,15.3,-55.479,0,0.303,300.272
86,2.519,15.7,-55.424,0,0.504,300.56
85.5,2.167,16,-55.278,0,0.303,300.272
84.5,2.85,16.2,-55.344,0,0,300
87,2.219,16.4,-55.425,0,0.201,297.696
88,2.139,16.6,-55.351,0,0.504,151.28
87.5,2.291,16.7,-55.372,0,0,151
88,2.343,16.7,-55.263,0,0.201,151.848
85.5,2.522,16.8,-55.424,0,0.402,151.848
84.924,3.237,16.8,-55.375,0,0.101,261.696
87.5,2.408,16.6,-55.38,0,0,260
89,1.276,16.3,-55.272,0,0,260
90.5,1.175,15.9,-55.446,0,0.101,261.696
90,0.444,15.8,-55.288,0,0.101,261.696
90.5,0.035,15.7,-55.438,0,0,260
92,0.236,15.7,-55.255,0,0,260
92,0.573,15.6,-55.347,0,0,266
91.5,0.374,15.4,-55.401,0,0,266
91.5,0.908,15.2,-55.381,0,0,250
90.5,-0.344,15,-55.294,0,0,250
92,-0.388,14.9,-55.263,0,0.303,258.272
93,0.08,14.8,-55.461,0,0.703,259.984
92,-2.071,14.7,-55.399,11.994,0,258
92,-2.388,15.1,-55.398,41.975,0,258
93.5,-1.549,16.1,-55.47,83.95,0,258
93.5,-1.145,17.5,-55.396,107.95,0,260
94,0.934,18.2,-55.34,149.9,0,258
93.5,2.796,19.8,-55.447,227.9,0.506,264.56
84.068,4.933,22.1,-55.332,287.8,0.909,273.408
75.068,5.811,23.6,-55.424,161.9,1.216,280.272
64.068,6.026,23.8,-55.255,173.9,1.114,308.416
61.676,6.433,23.9,-55.466,143.9,1.318,350.128
60.07,6.433,25.1,-55.252,155.9,1.013,314.56
56.534,6.945,25.3,-55.296,143.9,1.013,306.56
55.712,7.245,26,-55.289,137.9,0.608,302.272
54.25,7.274,24.2,-55.488,101.95,0.404,301.696
56.5,7.384,23.4,-55.385,95.95,0.706,315.984
53.5,7.175,21.6,-55.34,59.975,0.403,349.696
52.5,7.021,20.3,-55.458,53.975,0.101,325.696
52.25,6.566,18.6,-55.455,11.994,0,328
56,5.662,16.9,-55.42,5.997,0,324
66,4.134,15.7,-55.386,0,0,324
67,3.779,14.8,-55.42,0,0,328
70.5,2.949,14.7,-55.425,0,0,324
70.5,3.36,14.9,-55.425,0,0,324
75,1.875,14.1,-55.334,0,0,324
76,2.117,13.2,-55.387,0,0,328
79,1.576,12.5,-55.257,0,0,328
79,1.596,13.3,-55.362,0,0,358
72.5,2.444,14.4,-55.307,0,0,358
74.5,1.735,14.3,-55.391,0,0,358
76.5,1.259,14.1,-55.345,0,0,334
79.5,0.666,13.9,-55.5,0,0,336
82.5,0.048,13.5,-55.359,0,0,334
84,-0.71,14.1,-55.264,0,0,336
86,-1.246,13.6,-55.308,0,0,336
88.5,-1.255,14,-55.485,0,0,334
90.5,-2.15,14.1,-55.26,0,0,334
92,-3.435,13.4,-55.481,0,0,336
93,-3.997,14.4,-55.496,0,0,336
94,-4.376,13.9,-55.388,0,0,334
94,-4.555,13.7,-55.378,0,1.312,336.128
94.64,-4.337,13.5,-55.333,0,0.805,283.696
95,-3.971,13.7,-55.276,0,0,272
95,-3.678,13.8,-55.327,0,0,272
95,-3.564,13.8,-55.453,0,0,302
94.5,-4.353,13.8,-55.403,0,0.805,275.696
94.5,-4.447,13.7,-55.444,0,0,252
94,-4.686,13.7,-55.275,0,0,252
94.924,-4.412,13.6,-55.48,0,0.303,193.136
94.924,-4.389,13.5,-55.495,5.997,0.506,126.14
94.5,-4.327,14.1,-55.44,23.988,0,210
94.5,-3.854,14,-55.482,41.975,0.807,309.696
95,-3.162,14.2,-55.459,59.975,0.506,316.56
95,-3.068,14.5,-55.378,29.988,1.012,308.56
95.5,-2.037,15.2,-55.471,53.975,1.215,322.272
96.424,-1.314,15,-55.279,59.975,0.807,321.696
96.424,-1.029,14.5,-55.472,71.95,1.92,311.264
96.64,-0.455,14.7,-55.399,95.95,0.706,289.984
96.996,0.062,15.2,-55.281,119.95,1.613,321.696
96.924,1.179,15.8,-55.446,113.95,0.202,359.696
96.068,1.726,17.2,-55.378,185.9,1.411,5.625
92.068,2.627,18.5,-55.255,179.9,0.506,328.56
88,2.91,19,-55.455,143.9,0.101,261.696
85.5,3.378,19.3,-55.389,125.95,0.101,109.924
82.5,3.936,18.9,-55.398,89.95,0,224
80.5,4.196,17.8,-55.335,53.975,0,221
80,3.709,15.8,-55.309,17.988,0,199
81.5,3.038,14.1,-55.463,5.997,0,199
85,2.004,12.8,-55.343,0,0,199
86.5,1.125,12.6,-55.316,0,0.605,199.136
89,0.276,14.3,-55.254,0,0,177
90.5,-0.558,14,-55.273,0,0,174
91.5,-1.107,14,-55.364,0,0,174
92.5,-0.879,13.9,-55.452,0,0,98
93,-1.076,13.9,-55.424,0,0,101
93,-1.554,13.9,-55.47,0,0,101
93.5,-1.653,13.8,-55.296,0,0,101
93.5,-1.866,13.8,-55.297,0,0,101
94,-2.072,13.7,-55.399,0,0,101
94.5,-2.036,13.7,-55.471,0,0,101
94.5,-2.461,13.7,-55.472,0,0,126
95,-3.11,13.6,-55.312,0,0,126
95.5,-3.141,13.6,-55.495,0,0,129
95.5,-3.318,14.2,-55.437,0,0,129
95.5,-3.629,14.2,-55.35,0,0.303,292.272
95.568,-2.868,14,-55.253,0,1.109,344.416
96.496,-1.878,14.2,-55.309,0,1.008,306.56
96.996,-1.297,14.1,-55.352,0,1.211,296.272
96.532,-0.147,13.9,-55.251,0,2.922,300.912
96.604,0.461,13.9,-55.339,0,5.344,300.592
90.996,0.948,13.8,-55.444,0,5.344,302.592
89.316,0.723,13.6,-55.339,0,4.438,288.416
88.604,0.879,13.5,-55.251,0,4.125,295.024
86.924,1.332,13.9,-55.317,0,2.312,301.344
85.816,0.963,14,-55.47,0,2.812,293.984
85.816,0.779,14.1,-55.428,0,2.016,300.56
83.8,0.049,13.7,-55.359,0,3.125,292.768
75.836,-0.034,13.6,-55.406,5.997,3.541,300.48
73.836,-0.499,14,-55.368,47.975,3.338,274.624
82.816,-1.879,13,-55.309,17.988,2.324,297.344
89.924,-1.482,13,-55.413,23.988,1.817,325.408
87.496,-0.726,14.7,-55.29,167.9,2.229,328.416
84.568,-1.194,14,-55.263,155.9,1.919,345.264
78.388,-0.651,15.2,-55.425,191.9,3.228,112.424
76.852,-0.683,16.2,-55.305,125.95,1.816,363.408
76.192,-1.018,16.3,-55.294,119.95,3.946,362.192
73.532,-0.4,19.8,-55.471,155.9,5.365,362.592
68.888,-0.218,21.1,-55.458,107.95,2.525,315.2
63.07,0.035,21.8,-55.438,149.9,4.241,343.488
61.962,0.062,22.8,-55.281,191.9,2.525,355.2
60.552,-0.515,21.4,-55.289,179.9,3.338,310.624
55.07,-0.65,20.2,-55.425,77.95,2.636,348.128
55.016,-0.851,18.8,-55.322,143.9,1.818,331.408
51.158,-1.104,17.7,-55.364,41.975,2.229,310.416
53.498,-1.669,14.6,-55.309,11.994,1.716,363.552
53.534,-2.029,12.5,-55.465,5.997,1.919,343.264
54.944,-2.569,13,-55.303,0,2.922,336.912
56.052,-2.848,13.2,-55.289,0,1.508,325.84
59.212,-3.176,13.3,-55.422,0,1.508,311.84
54.962,-3.193,13.2,-55.386,0,2.719,331.056
53.444,-3.157,13.3,-55.459,0,3.016,309.84
53.284,-3.274,13.3,-55.29,0,1.914,295.264
52.766,-3.283,13.4,-55.467,0,2.016,294.56
51.444,-3.287,13.4,-55.467,0,1.711,303.552
49.944,-3.21,13.3,-55.392,0,2.922,300.912
46.748,-3.301,13.2,-55.431,0,4.438,288.416
45.962,-3.431,13.2,-55.481,0,2.312,281.344
45.212,-3.424,13.2,-55.481,0,3.531,300.48
44.694,-3.65,13.1,-55.357,0,1.812,287.408
43.98,-3.69,13,-55.29,0,2.625,278.128
42.444,-3.749,12.9,-55.437,0,2.516,297.2
42.07,-4.27,12.5,-55.491,0,2.109,315.488
43.498,-4.723,12.4,-55.437,0,3.219,307.696
43.98,-5.073,12.2,-55.4,0,2.219,302.416
46.534,-5.572,12,-55.331,0,1.211,274.272
48.552,-5.733,11.9,-55.32,0,1.609,301.696
50.266,-6.056,11.8,-55.298,0,1.406,307.984
51.534,-5.986,11.6,-55.456,0,1.812,273.408
51.07,-5.634,11.6,-55.408,0,2.219,274.416
50.48,-5.694,11.6,-55.463,0,2.812,301.984
54.998,-7.442,11.4,-55.285,0,0.805,281.696
57.962,-7.556,11.3,-55.325,0,0.805,275.696
59.748,-7.915,11.2,-55.252,0,0.703,259.984
60.5,-7.992,11,-55.435,0,0.805,267.696
61.784,-8.201,10.8,-55.365,0,1.508,279.84
61.784,-8.451,10.8,-55.433,11.994,1.817,273.408
60.962,-7.753,11.2,-55.498,59.975,1.512,259.84
55.552,-5.669,12.7,-55.264,137.9,1.92,279.264
51.748,-4.43,14.4,-55.352,215.9,1.512,275.84
47.052,-3.394,15.4,-55.298,287.8,2.933,260.912
44.766,-2.739,17.7,-55.458,341.8,1.716,287.552
42.034,-1.737,20.2,-55.281,389.8,1.817,287.408
39.962,-1.214,22.7,-55.453,155.9,1.818,36.676
39.07,-1.438,22.9,-55.381,53.975,1.919,343.264
38.302,-1.353,23.7,-55.397,59.975,1.113,334.416
36.82,-0.937,25.5,-55.291,59.975,2.727,289.056
34.73,-0.778,25.6,-55.379,59.975,2.727,281.056
32.32,-0.667,25.9,-55.451,65.95,1.92,309.264
29.125,-0.833,24.9,-55.468,65.95,1.514,273.84
29.035,-0.726,22.4,-55.29,53.975,1.411,341.984
28.588,-0.92,20.9,-55.266,41.975,2.229,302.416
26.892,-0.973,19.8,-55.354,29.988,1.215,310.272
27.713,-1.282,17,-55.425,23.988,1.716,355.552
28.285,-1.611,14.7,-55.264,11.994,1.317,278.128
31.267,-2.356,12.6,-55.428,0,0.402,295.696
33.25,-2.87,13.1,-55.253,0,0,292
35.034,-3.076,13.3,-55.378,0,0.605,280.272
36.462,-3.84,13.3,-55.305,0,1.211,244.136
39.25,-4.586,13.2,-55.448,0,0,250
44.5,-4.79,13,-55.279,0,0,250
49.25,-5.635,12.9,-55.408,0,0,250
55,-6.34,12.7,-55.291,0,0,250
47.25,-5.559,12.6,-55.367,0,0,250
45.5,-5.404,12.6,-55.485,0,0,241
45.212,-5.612,12.5,-55.316,0,0.504,244.28
50,-6.889,12.5,-55.405,0,0.504,247.28
45,-5.682,12.5,-55.478,0,0,250
56.75,-7.669,12.4,-55.329,0,0,238
65.5,-8.625,12.4,-55.303,0,0,238
65,-8.136,12.3,-55.497,0,0,238
65.5,-8.396,12.3,-55.288,0,0,213
59.25,-7.453,12.3,-55.391,0,0,213
59.25,-7.639,12.3,-55.365,0,0,213
59.25,-7.73,12.3,-55.385,0,0,213
59.75,-7.775,12.2,-55.369,0,0,213
60.25,-7.869,12.1,-55.431,0,0,213
61.75,-7.735,12.1,-55.385,0,0,213
63.25,-8.01,12,-55.324,0,0,137
65.5,-8.463,12,-55.262,0,0,137
63.25,-7.995,11.9,-55.328,0,0,177
63.25,-8.048,11.8,-55.442,0,0,177
62,-8.167,11.8,-55.391,0,0,177
65,-8.66,11.6,-55.356,0,0,177
66,-8.648,11.6,-55.303,11.994,0,177
65.5,-7.528,12.3,-55.468,47.975,0,177
62.5,-5.786,13.7,-55.375,125.95,0,230
55.25,-3.111,14.8,-55.312,197.9,0,250
50.5,-2.628,15.6,-55.414,263.8,0,266
43.462,-0.37,18,-55.462,311.8,0.706,265.984
37.75,-0.064,19.9,-55.367,347.8,0.101,267.696
34.25,0.643,22.1,-55.291,221.9,0,278
32.462,0.347,23,-55.483,83.95,0.706,321.984
31.856,0.487,24,-55.257,77.95,1.513,315.84
31.731,0.796,25.4,-55.453,77.95,1.615,311.696
30.383,1.16,24.2,-55.433,83.95,2.526,269.2
29.856,1.683,24,-55.346,83.95,0.706,283.984
29.258,1.637,23.3,-55.479,83.95,1.818,301.408
30.106,1.703,21.6,-55.451,71.95,1.513,309.84
30.017,1.525,20,-55.39,53.975,1.919,287.264
30.642,1.319,18.6,-55.389,41.975,1.216,302.272
31.856,1.018,16.5,-55.404,23.988,1.013,274.56
35,0.12,14.7,-55.47,11.994,0,336
39,-0.948,13,-55.396,0,0,336
40.75,-1.695,12.8,-55.413,0,0,336
42.5,-2.002,13.7,-55.288,0,0,336
46.5,-2.877,13.9,-55.473,0,0,336
48.75,-2.862,14.1,-55.253,0,0,115
53.75,-4.048,14.1,-55.447,0,0,118
59.5,-4.822,14,-55.477,0,0,118
62.75,-5.506,14,-55.489,0,0,115
66,-6.136,13.8,-55.317,0,0,115
68.5,-6.083,13.8,-55.496,0,0,118
65.5,-5.348,13.8,-55.286,0,0,118
64,-5.58,13.8,-55.331,0,0,118
67,-6.164,13.6,-55.409,0,0,118
68,-6.997,13.5,-55.339,0,0,118
72,-7.006,13.4,-55.302,0,0,118
74,-7.49,13.3,-55.483,0,0,120.5
74.5,-7.543,13.2,-55.432,0,0,120.5
77.5,-8.245,13.1,-55.365,0,0,120.5
77,-7.829,13,-55.339,0,0,120.5
75.5,-7.994,12.9,-55.328,0,0,120.5
77.5,-8.822,12.9,-55.279,0,0,120.5
79,-9.025,12.7,-55.309,0,0,120.5
77,-6.799,12.6,-55.365,0,0.101,265.696
75.568,-7.642,12.6,-55.365,0,0.703,259.984
76,-8.682,12.5,-55.463,0,0.101,261.696
73,-8.164,12.4,-55.497,0,0,258
74.568,-8.249,12.4,-55.418,0,0.303,252.136
74,-7.521,12.3,-55.468,0,0,250
75.5,-9.35,12.2,-55.362,0,0,260
78.5,-8.71,12.3,-55.277,5.997,0,250
77.5,-8.781,12.8,-55.251,41.975,0,250
75.64,-5.133,14.1,-55.349,113.95,0.705,307.984
69.14,-3.474,14.6,-55.372,179.9,1.114,288.416
61.07,-1.958,15.4,-55.458,251.9,1.316,286.128
54.32,-0.904,17.7,-55.411,311.8,2.12,281.488
49.748,-0.218,20,-55.458,353.8,1.614,275.696
45.712,0.684,22.3,-55.275,263.8,0.808,297.696
42.712,0.796,23,-55.453,71.95,1.412,307.984
40.57,1.089,24,-55.376,71.95,1.716,321.552
38.784,1.217,25.7,-55.478,71.95,1.216,296.272
35.516,1.525,24.8,-55.39,71.95,3.136,286.768
33.516,1.892,24.3,-55.261,77.95,2.12,281.488
32.784,1.914,23.4,-55.451,71.95,3.136,310.768
32.712,1.649,22,-55.406,59.975,1.512,307.84
31.875,1.614,20.5,-55.289,47.975,3.025,301.84
31.785,1.459,19.3,-55.418,35.975,0.909,279.408
33.212,1.149,17.2,-55.256,23.988,1.013,286.56
34.034,0.555,15.3,-55.322,11.994,0.706,303.984
35.5,-0.219,13.5,-55.458,0,0,302
40.75,-1.741,12,-55.281,0,0,302
45.25,-2.807,13.6,-55.355,0,0,300
51.5,-3.473,13.9,-55.372,0,0,300
53,-4.005,14,-55.355,0,0,300
54.75,-3.855,14.1,-55.268,0,0,300
59.5,-5.732,14.1,-55.32,0,0,300
63.5,-5.667,14,-55.371,0,0,300
64.5,-5.577,14,-55.459,0,0,300
69,-6.664,13.9,-55.254,0,0,300
66,-5.914,13.9,-55.272,0,0,300
67,-6.516,13.8,-55.265,0,0,300
67.5,-6.736,13.8,-55.416,0,0,300
70.5,-7.281,13.8,-55.439,0,0,300
73,-8.101,13.7,-55.416,0,0,300
74,-7.61,13.6,-55.487,0,0,300
70.5,-7.024,13.6,-55.409,0,0,300
70.5,-7.135,13.5,-55.435,0,0,300
65.5,-6.134,13.5,-55.445,0,0,300
64,-6.036,13.5,-55.405,0,0,300
61.5,-6.08,13.5,-55.496,0,0,308
64,-7.341,13.4,-55.281,0,0,308
61,-5.321,13.4,-55.323,0,0,168
62.25,-6.542,13.4,-55.357,0,0,179
65.5,-6.921,13.2,-55.39,0,0,179
68,-7.933,13.2,-55.38,0,0,179
67,-6.734,13.2,-55.309,0,0,179
66.5,-7.031,13.1,-55.394,0,0,179
65,-6.758,13,-55.401,0,0,179
64.5,-6.72,13.2,-55.416,11.994,0,179
69,-7.347,13.6,-55.351,35.975,0,179
61.5,-4.112,14.5,-55.395,113.95,0,179
57,-2.268,15.2,-55.31,191.9,0,179
49.25,1.059,15.5,-55.436,257.8,0,179
43,1.932,17.1,-55.378,293.8,0,255
36.25,3.916,19.3,-55.434,341.8,0,255
32.75,5.169,21.6,-55.361,299.8,0.202,120.924
31.25,4.374,23.1,-55.431,95.95,0.404,269.696
33.712,4.306,22.3,-55.376,101.95,0.807,283.696
32.712,4.528,20.6,-55.335,95.95,1.216,266.272
32.034,5.135,17.6,-55.376,101.95,1.512,267.84
32.212,5.331,20.2,-55.329,119.95,2.321,289.344
33.07,5.252,21.7,-55.38,107.95,1.114,302.416
33.712,5.286,21.1,-55.472,95.95,1.411,275.984
33.534,5.431,20.6,-55.476,101.95,0.807,273.696
33.25,5.299,19.3,-55.258,65.95,0,278
33.712,4.943,17.4,-55.317,35.975,1.115,294.416
36.5,4.191,15.6,-55.442,5.997,0,278
40.25,2.788,14,-55.447,0,0,278
46,1.207,12.7,-55.3,0,0,278
52.5,-0.259,13.8,-55.356,0,0,278
56,-0.512,14,-55.289,0,0,205
58.25,-0.735,14,-55.394,0,0,191
61,-1.188,14.4,-55.263,0,0,191
61,-1.267,14.4,-55.498,0,0,191
62.25,-2.359,14.4,-55.428,0,0,191
58.25,-1.025,14.2,-55.472,0,0,193
55.784,-0.568,14.3,-55.378,0,0.303,207.136
57.57,-0.651,14.3,-55.425,0,0.703,269.984
54.75,-0.596,14.4,-55.337,0,0,233
55.962,-0.848,14.3,-55.322,0,0.805,244.848
59.5,-2.169,14.2,-55.266,0,0,258
57.712,-1.024,14.3,-55.472,0,0.805,250.848
58.034,-1.497,13.8,-55.425,0,1.508,255.92
60.25,-2.238,14.5,-55.34,0,0,255
63.5,-2.36,14,-55.391,0,0,255
69.5,-4.523,13.8,-55.499,0,0,250
67.5,-3.973,13.7,-55.276,0,0,250
69.924,-3.847,14,-55.268,0,1.008,252.28
67.424,-3.235,14.3,-55.32,0,1.109,278.416
67.068,-3.426,14.3,-55.481,0,0.805,265.696
67.496,-2.963,14.2,-55.333,0,1.312,272.128
66.068,-2.904,14.2,-55.436,0,1.211,258.272
65.568,-2.413,14.3,-55.325,0,1.109,260.416
66.424,-2.339,14.5,-55.464,0,1.109,278.416
65.568,-1.972,14.5,-55.386,0,1.008,260.56
67.64,-2.675,14.4,-55.347,0,1.312,266.128
68.924,-2.454,14.5,-55.258,5.997,1.013,280.56
68.64,-3.194,14.4,-55.386,23.988,1.013,244.28
69.568,-2.934,14,-55.406,35.975,1.013,260.56
66.068,-0.851,14.7,-55.322,143.9,1.818,281.408
63.944,-0.05,15.4,-55.312,215.9,2.228,278.416
59.82,1.206,16.9,-55.3,299.8,2.636,328.128
56.034,2.38,19,-55.41,353.8,2.323,279.344
53.034,3.106,21.2,-55.36,323.8,2.323,283.344
52.962,3.471,22.9,-55.47,83.95,2.932,330.912
63.748,3.072,22.5,-55.433,221.9,2.321,321.344
70.032,2.584,21.3,-55.321,41.975,1.716,47.944
78.924,1.831,21.2,-55.467,101.95,2.634,44.766
82.64,0.81,17.3,-55.307,125.95,2.227,50.552
86.924,0.107,16.1,-55.384,59.975,2.727,303.056
86.64,0.205,15.8,-55.485,23.988,1.817,81.352
86.64,0.164,14.9,-55.298,53.975,1.215,44.784
87.924,-0.388,13.3,-55.263,23.988,1.411,5.625
86.852,-0.527,13,-55.393,41.975,2.323,16.834
89.424,-0.735,14.2,-55.394,5.997,1.317,22.383
87.64,-0.807,14.3,-55.338,0,2.016,362.56
84.424,-1.126,14.2,-55.469,0,2.516,30.95
83.924,-1.569,14.2,-55.397,0,1.609,30.981
80.568,-1.441,14.3,-55.381,0,1.008,33.57
78,-1.566,14.4,-55.397,0,0.805,331.696
77,-2.229,14.4,-55.377,0,0,328
76.924,-2.383,14.4,-55.398,0,0.805,329.696
77.568,-2.587,14.2,-55.267,0,0.805,325.696
78,-3.012,14.2,-55.267,0,0.201,325.696
78.5,-3,14.3,-55.267,0,0,324
78,-3.681,14.4,-55.327,0,0,324
79.5,-3.542,14.3,-55.269,0,0,324
81.5,-3.953,14.3,-55.349,0,0,324
81.068,-3.454,14.4,-55.409,0,0.402,325.696
81.068,-3.855,14.5,-55.482,0,0.303,322.272
79,-4.518,14.1,-55.286,0,0,320
82.5,-4.133,14.1,-55.487,0,0,322
82,-4.305,14,-55.348,0,0,322
81.5,-4.978,13.7,-55.466,0,0,322
82.568,-5.199,14,-55.425,0,0.402,321.696
82,-6.237,13.9,-55.464,0,0.805,261.696
83.496,-5.881,13.8,-55.416,0,0.906,261.408
82.5,-6.511,13.7,-55.372,0,0.703,261.984
84,-7.385,13.6,-55.336,0,0,260
86,-7.387,13.5,-55.443,0,0.201,261.696
84,-6.374,13.5,-55.49,0,0,258
84.5,-8.171,13.3,-55.497,0,0,258
86.424,-6.833,13.3,-55.35,0,0.805,255.848
83.996,-6.26,13.2,-55.449,0,0.906,259.408
84,-6.493,13.2,-55.408,5.997,0.202,273.696
82.568,-5.669,13.7,-55.371,29.988,0.807,255.848
81.568,-4.679,14.7,-55.382,125.95,1.215,266.272
81.068,-3.029,14.8,-55.444,191.9,0.506,272.56
79.14,-1.581,15.5,-55.325,245.9,0.607,258.272
74.568,-0.202,17.1,-55.356,311.8,0.507,274.56
70.568,0.276,18.8,-55.254,347.8,1.318,266.128
67.568,0.416,21.7,-55.37,359.8,1.013,286.56
62.712,0.696,21.7,-55.379,83.95,1.013,280.56
59.5,1.128,21.3,-55.493,77.95,1.216,258.272
55.32,1.417,22.1,-55.301,77.95,2.026,306.56
50.534,2.014,20.7,-55.343,77.95,0.807,295.696
47.748,2.336,22.5,-55.263,83.95,0.909,315.408
45.284,2.648,23.1,-55.432,83.95,0.608,340.272
43.75,2.886,22,-55.271,77.95,0,348
43.25,2.884,20.7,-55.485,59.975,0.403,202.848
41.5,2.572,19.4,-55.358,47.975,0,266
42.25,2.378,17.8,-55.41,41.975,0,266
44.25,1.88,16.2,-55.334,17.988,0,266
45.25,1.103,14.5,-55.303,0,0,266
51.75,-0.557,12.9,-55.273,0,0,266
59.5,-1.649,14,-55.296,0,0,266
62.5,-2.196,14.5,-55.407,0,0.504,196.28
67.5,-2.812,13.7,-55.355,0,0,188
69,-2.727,13.8,-55.495,0,0,188
67,-2.858,13.7,-55.289,0,0,188
69,-2.596,13.9,-55.486,0,0,188
71,-3.437,13.7,-55.481,0,0,188
73,-3.772,13.8,-55.407,0,0.402,188.848
74,-4.087,14.1,-55.41,0,0,207
66.5,-2.715,14.1,-55.275,0,0.303,207.136
63,-2.722,14.1,-55.495,0,0,207
67.5,-4.382,14.2,-55.495,0,0,207
71.5,-4.439,14.2,-55.444,0,0,207
73.5,-4.541,14.1,-55.378,0,0,207
65,-2.881,13.7,-55.473,0,0,207
65.5,-3.614,13.8,-55.387,0,0,207
70.5,-4.918,13.8,-55.283,0,0,207
71,-4.674,13.9,-55.275,0,0,207
70,-4.509,13.9,-55.286,0,0,207
72,-5.649,13.8,-55.408,0,0,207
74,-6.361,13.7,-55.255,0,0,207
76,-6.433,13.6,-55.46,0,0,207
77.5,-6.736,13.7,-55.309,0,0,207
76.5,-5.816,13.8,-55.467,0,0,207
75,-5.766,13.7,-55.412,0,0,207
73,-5.221,13.8,-55.282,0,0,207
73,-5.006,14,-55.323,0,0,207
73,-5.114,14.1,-55.492,5.997,0,207
74.5,-5.122,14.3,-55.278,47.975,0,205
69.5,-2.379,14.4,-55.398,101.95,0,199
61.75,0.431,15.4,-55.329,167.9,0,196
54.5,1.863,15.7,-55.407,227.9,0,207
51.5,2.499,17.1,-55.454,257.8,0.202,261.696
48.498,3.69,19.3,-55.345,323.8,1.919,265.264
46.926,3.988,21.7,-55.295,335.8,1.013,272.56
45.676,4.4,23.5,-55.288,107.95,1.614,295.696
44.784,4.229,24.3,-55.32,107.95,2.321,325.344
44.462,4.483,25.6,-55.456,101.95,1.512,351.84
42.534,4.778,25.5,-55.343,101.95,0.909,359.408
42.676,4.938,24.9,-55.317,107.95,1.114,320.416
41.82,5.088,24.3,-55.321,101.95,1.411,303.984
41.57,4.916,23,-55.438,77.95,1.115,324.416
40.5,4.83,21.6,-55.419,65.95,0,302
40.5,4.599,20.1,-55.482,47.975,0,336
41.712,4.134,18.3,-55.386,29.988,0.506,354.56
43,3.224,16.5,-55.411,11.994,0,354
48.25,1.921,14.8,-55.451,0,0,354
54.5,0.373,13.3,-55.401,0,0,354
59,-0.61,12.1,-55.362,0,0,354
58,-0.413,14,-55.43,0,0,354
61.25,-1.023,13.7,-55.294,0,0,354
66.5,-2.496,14.4,-55.442,0,0,354
69,-2.719,13.6,-55.495,0,0,354
71.5,-3.847,14,-55.482,0,0,354
72,-3.823,13.8,-55.341,0,0,354
73.5,-4.204,13.9,-55.308,0,0,350
72,-4.299,13.8,-55.348,0,0,350
72,-3.785,13.8,-55.371,0,0,350
73,-4.531,13.9,-55.286,0,0,358
75,-5.081,13.8,-55.293,0,0,84
